3.0, 3.0, 3.0
3.0, 3.0, 3.0
8.0, 8.0, 8.0
13.0, 8.0, 5.0
18.0, 16.0, 13.0
24.0, 18.0, 16.0
24.0, 18.0, 17.0
25.0, 23.0, 22.0
25.0, 23.0, 22.0
30.0, 24.0, 21.0
30.0, 29.0, 25.0
28.0, 28.0, 27.0
29.0, 28.0, 26.0
31.0, 29.0, 27.0
31.0, 30.0, 27.0
31.0, 30.0, 29.0
19.0, 20.0, 20.0
19.0, 20.0, 20.0
22.0, 23.0, 22.0
23.0, 23.0, 22.0
20.0, 20.0, 20.0
20.0, 21.0, 20.0
23.0, 20.0, 19.0
18.0, 20.0, 19.0
18.0, 20.0, 19.0
18.0, 20.0, 19.0
22.0, 19.0, 16.0
23.0, 18.0, 17.0
23.0, 19.0, 18.0
23.0, 19.0, 18.0
22.0, 19.0, 18.0
22.0, 19.0, 18.0
20.0, 22.0, 24.0
31.0, 30.0, 33.0
23.0, 37.0, 32.0
23.0, 37.0, 32.0
26.0, 32.0, 39.0
26.0, 32.0, 39.0
21.0, 34.0, 44.0
22.0, 35.0, 45.0
6.0, 43.0, 62.0
34.0, 37.0, 29.0
47.0, 42.0, 30.0
47.0, 42.0, 30.0
47.0, 42.0, 30.0
43.0, 34.0, 21.0
48.0, 36.0, 28.0
62.0, 38.0, 28.0
62.0, 38.0, 28.0
61.0, 38.0, 28.0
61.0, 38.0, 28.0
56.0, 56.0, 2.0
55.0, 56.0, 2.0
58.0, 63.0, 42.0
55.0, 50.0, 47.0
54.0, 50.0, 47.0
42.0, 50.0, 41.0
44.0, 51.0, 60.0
44.0, 52.0, 61.0
44.0, 52.0, 61.0
44.0, 52.0, 61.0
47.0, 59.0, 63.0
47.0, 59.0, 63.0
41.0, 57.0, 57.0
42.0, 57.0, 57.0
53.0, 59.0, 58.0
59.0, 63.0, 63.0
59.0, 60.0, 62.0
62.0, 58.0, 61.0
62.0, 58.0, 61.0
62.0, 58.0, 61.0
62.0, 58.0, 61.0
62.0, 58.0, 61.0
62.0, 58.0, 62.0
63.0, 62.0, 62.0
62.0, 59.0, 56.0
57.0, 58.0, 56.0
57.0, 58.0, 56.0
57.0, 58.0, 56.0
56.0, 58.0, 56.0
56.0, 57.0, 55.0
60.0, 56.0, 54.0
52.0, 60.0, 50.0
52.0, 53.0, 53.0
49.0, 49.0, 49.0
53.0, 50.0, 49.0
53.0, 50.0, 49.0
56.0, 51.0, 50.0
63.0, 50.0, 51.0
62.0, 53.0, 53.0
60.0, 55.0, 54.0
60.0, 55.0, 54.0
60.0, 55.0, 54.0
53.0, 54.0, 57.0
54.0, 54.0, 62.0
50.0, 54.0, 59.0
49.0, 53.0, 59.0
48.0, 45.0, 53.0
48.0, 45.0, 53.0
48.0, 45.0, 53.0
48.0, 45.0, 53.0
47.0, 43.0, 40.0
45.0, 44.0, 43.0
46.0, 46.0, 47.0
46.0, 46.0, 47.0
46.0, 46.0, 46.0
46.0, 46.0, 46.0
46.0, 46.0, 46.0
45.0, 45.0, 44.0
45.0, 45.0, 44.0
45.0, 45.0, 45.0
44.0, 46.0, 47.0
34.0, 41.0, 45.0
32.0, 40.0, 47.0
35.0, 35.0, 42.0
32.0, 37.0, 37.0
32.0, 36.0, 36.0
39.0, 39.0, 39.0
38.0, 39.0, 39.0
38.0, 37.0, 35.0
33.0, 32.0, 32.0
33.0, 43.0, 38.0
33.0, 43.0, 38.0
33.0, 43.0, 38.0
39.0, 40.0, 39.0
40.0, 40.0, 39.0
45.0, 42.0, 38.0
41.0, 39.0, 39.0
54.0, 37.0, 38.0
54.0, 36.0, 37.0
54.0, 36.0, 37.0
54.0, 36.0, 37.0
48.0, 41.0, 41.0
48.0, 43.0, 42.0
48.0, 43.0, 42.0
60.0, 45.0, 47.0
60.0, 45.0, 47.0
42.0, 31.0, 18.0
42.0, 31.0, 19.0
37.0, 30.0, 27.0
37.0, 30.0, 27.0
35.0, 29.0, 26.0
35.0, 29.0, 26.0
35.0, 29.0, 26.0
35.0, 30.0, 27.0
35.0, 28.0, 25.0
39.0, 17.0, 29.0
39.0, 17.0, 29.0
38.0, 17.0, 28.0
39.0, 18.0, 30.0
34.0, 21.0, 9.0
79.0, 27.0, 27.0
71.0, 40.0, 23.0
102.0, 50.0, 31.0
122.0, 48.0, 12.0
125.0, 63.0, 55.0
127.0, 51.0, 53.0
105.0, 59.0, 63.0
105.0, 59.0, 63.0
105.0, 59.0, 63.0
98.0, 60.0, 63.0
98.0, 61.0, 35.0
97.0, 55.0, 41.0
90.0, 34.0, 33.0
95.0, 59.0, 46.0
95.0, 59.0, 46.0
95.0, 58.0, 46.0
95.0, 58.0, 46.0
72.0, 57.0, 57.0
72.0, 57.0, 57.0
72.0, 57.0, 57.0
76.0, 50.0, 48.0
64.0, 50.0, 48.0
64.0, 50.0, 48.0
64.0, 62.0, 63.0
64.0, 62.0, 63.0
64.0, 62.0, 63.0
64.0, 61.0, 58.0
70.0, 60.0, 53.0
78.0, 59.0, 44.0
78.0, 59.0, 44.0
78.0, 59.0, 44.0
77.0, 62.0, 47.0
77.0, 62.0, 47.0
76.0, 61.0, 46.0
77.0, 58.0, 43.0
70.0, 49.0, 39.0
70.0, 49.0, 39.0
70.0, 49.0, 39.0
77.0, 49.0, 39.0
75.0, 53.0, 42.0
75.0, 53.0, 42.0
72.0, 40.0, 40.0
70.0, 45.0, 33.0
70.0, 45.0, 33.0
88.0, 29.0, 36.0
88.0, 29.0, 36.0
86.0, 27.0, 34.0
85.0, 27.0, 34.0
87.0, 29.0, 36.0
87.0, 28.0, 36.0
81.0, 13.0, 32.0
81.0, 13.0, 32.0
69.0, 58.0, 68.0
82.0, 63.0, 68.0
82.0, 63.0, 69.0
82.0, 63.0, 69.0
93.0, 55.0, 70.0
93.0, 55.0, 70.0
93.0, 55.0, 70.0
93.0, 54.0, 70.0
93.0, 54.0, 70.0
110.0, 42.0, 86.0
98.0, 60.0, 64.0
125.0, 34.0, 82.0
124.0, 34.0, 82.0
124.0, 34.0, 82.0
124.0, 34.0, 82.0
124.0, 34.0, 82.0
32.0, 45.0, 66.0
32.0, 45.0, 66.0
32.0, 45.0, 66.0
32.0, 45.0, 66.0
32.0, 45.0, 66.0
32.0, 45.0, 66.0
40.0, 58.0, 82.0
50.0, 63.0, 72.0
49.0, 63.0, 72.0
49.0, 63.0, 72.0
60.0, 60.0, 66.0
60.0, 60.0, 66.0
60.0, 60.0, 66.0
60.0, 60.0, 66.0
60.0, 60.0, 66.0
62.0, 58.0, 64.0
50.0, 50.0, 66.0
50.0, 56.0, 69.0
50.0, 62.0, 70.0
35.0, 52.0, 78.0
35.0, 52.0, 78.0
35.0, 52.0, 78.0
35.0, 52.0, 78.0
31.0, 50.0, 78.0
31.0, 50.0, 78.0
46.0, 60.0, 104.0
46.0, 60.0, 104.0
46.0, 60.0, 104.0
46.0, 60.0, 104.0
59.0, 62.0, 97.0
59.0, 62.0, 97.0
56.0, 70.0, 99.0
56.0, 70.0, 99.0
55.0, 72.0, 103.0
55.0, 72.0, 102.0
51.0, 73.0, 109.0
51.0, 73.0, 109.0
27.0, 80.0, 93.0
27.0, 80.0, 93.0
27.0, 80.0, 93.0
26.0, 80.0, 93.0
59.0, 70.0, 70.0
60.0, 64.0, 70.0
61.0, 65.0, 70.0
52.0, 75.0, 87.0
44.0, 115.0, 64.0
44.0, 115.0, 64.0
44.0, 115.0, 64.0
44.0, 115.0, 64.0
27.0, 108.0, 115.0
71.0, 114.0, 113.0
71.0, 114.0, 113.0
79.0, 113.0, 114.0
79.0, 113.0, 115.0
85.0, 108.0, 96.0
85.0, 108.0, 96.0
95.0, 96.0, 98.0
89.0, 110.0, 106.0
82.0, 100.0, 111.0
79.0, 92.0, 106.0
79.0, 92.0, 106.0
81.0, 88.0, 108.0
81.0, 88.0, 108.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
98.0, 95.0, 102.0
101.0, 86.0, 102.0
101.0, 86.0, 102.0
101.0, 86.0, 102.0
101.0, 86.0, 102.0
102.0, 84.0, 104.0
102.0, 84.0, 104.0
126.0, 70.0, 124.0
115.0, 99.0, 117.0
115.0, 99.0, 117.0
122.0, 106.0, 116.0
119.0, 110.0, 114.0
116.0, 106.0, 119.0
121.0, 118.0, 120.0
121.0, 118.0, 120.0
125.0, 118.0, 119.0
125.0, 119.0, 119.0
125.0, 119.0, 119.0
125.0, 119.0, 119.0
124.0, 122.0, 119.0
126.0, 121.0, 115.0
125.0, 120.0, 114.0
124.0, 123.0, 120.0
122.0, 120.0, 123.0
123.0, 121.0, 122.0
122.0, 126.0, 123.0
115.0, 126.0, 112.0
115.0, 126.0, 112.0
116.0, 116.0, 116.0
116.0, 116.0, 116.0
114.0, 114.0, 113.0
115.0, 115.0, 115.0
118.0, 115.0, 119.0
118.0, 115.0, 119.0
118.0, 115.0, 119.0
118.0, 115.0, 119.0
106.0, 114.0, 112.0
106.0, 114.0, 112.0
111.0, 127.0, 127.0
104.0, 101.0, 108.0
104.0, 101.0, 108.0
104.0, 101.0, 108.0
104.0, 101.0, 108.0
104.0, 103.0, 105.0
104.0, 103.0, 105.0
106.0, 110.0, 110.0
104.0, 105.0, 103.0
104.0, 105.0, 103.0
105.0, 104.0, 97.0
106.0, 96.0, 98.0
104.0, 96.0, 97.0
101.0, 102.0, 103.0
101.0, 102.0, 103.0
97.0, 97.0, 97.0
97.0, 97.0, 97.0
97.0, 100.0, 102.0
98.0, 121.0, 110.0
114.0, 125.0, 111.0
120.0, 124.0, 101.0
125.0, 120.0, 102.0
125.0, 121.0, 103.0
125.0, 124.0, 104.0
126.0, 126.0, 110.0
126.0, 126.0, 110.0
123.0, 117.0, 104.0
123.0, 117.0, 105.0
126.0, 115.0, 109.0
122.0, 109.0, 97.0
122.0, 109.0, 97.0
126.0, 99.0, 107.0
126.0, 99.0, 107.0
127.0, 99.0, 110.0
127.0, 99.0, 110.0
117.0, 98.0, 97.0
117.0, 98.0, 97.0
117.0, 98.0, 97.0
117.0, 98.0, 97.0
117.0, 98.0, 97.0
117.0, 98.0, 97.0
120.0, 101.0, 93.0
113.0, 103.0, 90.0
113.0, 102.0, 89.0
113.0, 102.0, 89.0
113.0, 96.0, 81.0
118.0, 107.0, 91.0
114.0, 104.0, 91.0
114.0, 104.0, 91.0
114.0, 104.0, 91.0
114.0, 104.0, 91.0
120.0, 112.0, 95.0
120.0, 112.0, 95.0
120.0, 112.0, 95.0
120.0, 112.0, 95.0
127.0, 112.0, 81.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
108.0, 97.0, 89.0
111.0, 98.0, 83.0
111.0, 98.0, 83.0
111.0, 98.0, 83.0
111.0, 100.0, 74.0
111.0, 100.0, 74.0
115.0, 101.0, 66.0
115.0, 101.0, 66.0
114.0, 91.0, 72.0
114.0, 91.0, 72.0
114.0, 91.0, 72.0
114.0, 91.0, 72.0
114.0, 91.0, 72.0
114.0, 91.0, 72.0
114.0, 91.0, 72.0
112.0, 94.0, 79.0
115.0, 90.0, 76.0
115.0, 90.0, 76.0
112.0, 95.0, 80.0
113.0, 95.0, 80.0
113.0, 93.0, 82.0
115.0, 92.0, 86.0
115.0, 92.0, 86.0
115.0, 92.0, 86.0
115.0, 92.0, 86.0
114.0, 91.0, 86.0
114.0, 91.0, 86.0
116.0, 95.0, 86.0
126.0, 84.0, 90.0
126.0, 84.0, 90.0
112.0, 76.0, 81.0
117.0, 76.0, 72.0
105.0, 79.0, 79.0
105.0, 79.0, 79.0
102.0, 79.0, 67.0
99.0, 66.0, 65.0
97.0, 65.0, 86.0
104.0, 73.0, 83.0
96.0, 73.0, 83.0
100.0, 83.0, 86.0
96.0, 92.0, 94.0
106.0, 89.0, 88.0
106.0, 89.0, 88.0
97.0, 91.0, 81.0
97.0, 91.0, 81.0
97.0, 91.0, 81.0
97.0, 91.0, 81.0
97.0, 91.0, 81.0
97.0, 91.0, 81.0
99.0, 91.0, 87.0
99.0, 91.0, 87.0
98.0, 91.0, 85.0
108.0, 86.0, 73.0
108.0, 86.0, 76.0
110.0, 93.0, 78.0
111.0, 88.0, 75.0
109.0, 86.0, 68.0
109.0, 86.0, 68.0
108.0, 80.0, 65.0
108.0, 80.0, 65.0
107.0, 80.0, 64.0
107.0, 80.0, 64.0
80.0, 80.0, 79.0
80.0, 80.0, 79.0
80.0, 80.0, 79.0
80.0, 80.0, 79.0
80.0, 80.0, 79.0
85.0, 83.0, 79.0
89.0, 80.0, 72.0
90.0, 81.0, 74.0
92.0, 90.0, 87.0
92.0, 89.0, 84.0
91.0, 91.0, 83.0
89.0, 88.0, 83.0
89.0, 88.0, 83.0
91.0, 91.0, 87.0
91.0, 92.0, 83.0
91.0, 92.0, 83.0
87.0, 90.0, 91.0
81.0, 93.0, 94.0
80.0, 90.0, 94.0
94.0, 94.0, 90.0
89.0, 91.0, 90.0
88.0, 90.0, 90.0
88.0, 90.0, 91.0
91.0, 89.0, 90.0
93.0, 89.0, 88.0
94.0, 90.0, 89.0
84.0, 85.0, 94.0
87.0, 86.0, 87.0
87.0, 86.0, 87.0
84.0, 84.0, 84.0
84.0, 84.0, 84.0
82.0, 82.0, 82.0
82.0, 82.0, 82.0
82.0, 82.0, 82.0
82.0, 82.0, 82.0
82.0, 82.0, 82.0
80.0, 80.0, 80.0
80.0, 80.0, 80.0
85.0, 83.0, 80.0
85.0, 83.0, 80.0
85.0, 83.0, 80.0
89.0, 83.0, 83.0
88.0, 84.0, 84.0
88.0, 84.0, 84.0
88.0, 84.0, 84.0
92.0, 87.0, 82.0
94.0, 87.0, 87.0
81.0, 79.0, 80.0
80.0, 78.0, 74.0
80.0, 78.0, 74.0
80.0, 78.0, 75.0
78.0, 68.0, 68.0
78.0, 68.0, 68.0
78.0, 68.0, 68.0
77.0, 79.0, 78.0
77.0, 79.0, 78.0
77.0, 77.0, 77.0
77.0, 77.0, 77.0
77.0, 77.0, 77.0
77.0, 77.0, 77.0
77.0, 77.0, 77.0
77.0, 77.0, 77.0
77.0, 77.0, 77.0
77.0, 77.0, 77.0
74.0, 74.0, 72.0
74.0, 74.0, 72.0
75.0, 75.0, 73.0
75.0, 75.0, 73.0
75.0, 75.0, 75.0
73.0, 75.0, 75.0
72.0, 73.0, 73.0
67.0, 72.0, 69.0
67.0, 72.0, 69.0
67.0, 68.0, 68.0
67.0, 68.0, 68.0
67.0, 68.0, 68.0
67.0, 68.0, 68.0
68.0, 68.0, 67.0
68.0, 68.0, 67.0
69.0, 68.0, 67.0
70.0, 69.0, 67.0
70.0, 69.0, 67.0
70.0, 69.0, 67.0
67.0, 66.0, 65.0
67.0, 66.0, 65.0
65.0, 67.0, 64.0
67.0, 67.0, 67.0
67.0, 67.0, 67.0
67.0, 67.0, 66.0
67.0, 67.0, 66.0
66.0, 66.0, 66.0
66.0, 66.0, 67.0
70.0, 64.0, 82.0
75.0, 75.0, 94.0
77.0, 75.0, 81.0
72.0, 76.0, 83.0
72.0, 76.0, 83.0
72.0, 76.0, 83.0
72.0, 76.0, 83.0
72.0, 76.0, 83.0
72.0, 76.0, 83.0
71.0, 75.0, 83.0
71.0, 75.0, 83.0
79.0, 80.0, 80.0
77.0, 87.0, 94.0
77.0, 87.0, 94.0
77.0, 87.0, 94.0
77.0, 87.0, 94.0
77.0, 88.0, 94.0
77.0, 88.0, 94.0
78.0, 88.0, 92.0
78.0, 89.0, 92.0
76.0, 92.0, 93.0
78.0, 88.0, 86.0
72.0, 84.0, 73.0
94.0, 110.0, 88.0
94.0, 110.0, 88.0
