Metallica,  Hardwired…To Self-Destruct (Deluxe), metal_1.jpeg,  https://i.scdn.co/image/93b28cf6d938563ab2ea6a130aa63a16710eb455 
Metallica,  Metallica Through The Never (Music From The Motion Picture), metal_2.jpeg,  https://i.scdn.co/image/9554edfdc05083c06a4ec98ac623a827ca920866 
Metallica,  Metallica Through The Never (Music From The Motion Picture), metal_3.jpeg,  https://i.scdn.co/image/ebfa16fd753035a10518c2fac10793114edf49d7 
Metallica,  Metallica Through The Never (Music from the Motion Picture), metal_4.jpeg,  https://i.scdn.co/image/1362a06f43c913c2ab376b78755a2c8cccc51362 
Metallica,  Lulu, metal_5.jpeg,  https://i.scdn.co/image/6c951f3f334e05ffacf598e168aed321f5b8ffc3 
Metallica,  ...And Justice For All, metal_6.jpeg,  https://i.scdn.co/image/9b39d31f336ac340c84fa756cee19bb589020865 
Metallica,  Death Magnetic, metal_7.jpeg,  https://i.scdn.co/image/f9b6792d5fc79490072064f68200bce7c82d8b53 
Metallica,  Death Magnetic, metal_8.jpeg,  https://i.scdn.co/image/e777e126e8f49c599adfcc046e201d166a28c2a7 
Metallica,  Death Magnetic, metal_9.jpeg,  https://i.scdn.co/image/62aa2177e246019eb782cd03028e266bf2ca17d7 
Metallica,  Some Kind Of Monster, metal_10.jpeg,  https://i.scdn.co/image/844cf6dba35b7d64fa5b2ab31b948a01c9e286d9 
Metallica,  Some Kind Of Monster, metal_11.jpeg,  https://i.scdn.co/image/7ff3342f64550323a9216cc94c4f7920f2764385 
Metallica,  Some Kind Of Monster (Live), metal_12.jpeg,  https://i.scdn.co/image/bd28ddb2a6973aa554c5aa1e161b1041a4d93aaa 
Metallica,  St. Anger, metal_13.jpeg,  https://i.scdn.co/image/e7c527d29e99edbae0318be381c4077a9272a6ea 
Metallica,  St. Anger, metal_14.jpeg,  https://i.scdn.co/image/97274b39ee9f3a9e60719a690ff743ab31dd6f62 
Metallica,  St. Anger, metal_15.jpeg,  https://i.scdn.co/image/cee5a66fedfd0fb41ac41742f2c26f46b6f73a67 
Metallica,  S & M, metal_16.jpeg,  https://i.scdn.co/image/3723111645cb827a1ee4a29364c7e4587dfee7e3 
Metallica,  S & M, metal_17.jpeg,  https://i.scdn.co/image/fdfaf41a921c4c55527d1f88cec0014fc04a32f8 
Metallica,  S&M, metal_18.jpeg,  https://i.scdn.co/image/390d4603d8c25a1635863fafd129e86560b2b60d 
Metallica,  Garage Inc., metal_19.jpeg,  https://i.scdn.co/image/807d725709ab669fa4ae0a064532dfe4b06da476 
Metallica,  Garage Inc., metal_20.jpeg,  https://i.scdn.co/image/b9bd225d69141727e50bc769f63d43c17ea3cf95 
Metallica,  Garage Inc., metal_21.jpeg,  https://i.scdn.co/image/aeef48af9a77204f441b41107b9b6b2b8bad490d 
Metallica,  Reload, metal_22.jpeg,  https://i.scdn.co/image/a63453a8316030516bdff6ae4add9d72a869d87b 
Metallica,  Reload, metal_23.jpeg,  https://i.scdn.co/image/e38198e475f0375704a88d86c682838dea616cf1 
Metallica,  Reload, metal_24.jpeg,  https://i.scdn.co/image/f0d7210ed0036b9a5a0cfb6208655d1560a1dd25 
Metallica,  Load, metal_25.jpeg,  https://i.scdn.co/image/ede7ac0c0896e39c8f26c8f24737aa1f1af4ef6b 
Metallica,  Load, metal_26.jpeg,  https://i.scdn.co/image/6ac1a523e3fdb90987efbdb69544787af3b907c3 
Metallica,  Load, metal_27.jpeg,  https://i.scdn.co/image/d5ff91dc73c9c4acce0a4068aafddc2bc57c4830 
Metallica,  Live Sh*t: Binge & Purge (Live In Mexico City), metal_28.jpeg,  https://i.scdn.co/image/2ec984b25aa96f25de8766a822531e7e77e2175d 
Metallica,  Live Sh*t: Binge & Purge (Live In Mexico City), metal_29.jpeg,  https://i.scdn.co/image/498d2bae053b8e498a642ccbccb6ce05ef47b49c 
Metallica,  Live S**t: Binge & Purge, metal_30.jpeg,  https://i.scdn.co/image/829a38926b5fbf3967fa0d3cffa749534b4ab0b4 
Metallica,  Metallica, metal_31.jpeg,  https://i.scdn.co/image/1e886ca74a1dc17b9a226283b9cc4b765ee25cb8 
Metallica,  Metallica, metal_32.jpeg,  https://i.scdn.co/image/0dd4cf1837e63e212b1c2632226fce0c269e7153 
Metallica,  Metallica, metal_33.jpeg,  https://i.scdn.co/image/deb44798f4a2fff65c62bf4ca2c9b0ebb4a7f5f2 
Metallica,  Master Of Puppets (Deluxe Box Set / Remastered), metal_34.jpeg,  https://i.scdn.co/image/1484dbc99d5bed82498d2eb536aa0117ad56b3ea 
Metallica,  Master of Puppets (Remastered Deluxe Box Set), metal_35.jpeg,  https://i.scdn.co/image/358a2fb145a535539c39a9f317541248bd173ac4 
Metallica,  Master Of Puppets (Remastered), metal_36.jpeg,  https://i.scdn.co/image/1484dbc99d5bed82498d2eb536aa0117ad56b3ea 
Metallica,  Master Of Puppets (Remastered), metal_37.jpeg,  https://i.scdn.co/image/c16d6471e5e1a17a2c9fe9ba6f490ea290c31a6f 
Metallica,  Master Of Puppets, metal_38.jpeg,  https://i.scdn.co/image/5bc8f5add5aa42632fdc5f66cf30cfde6bfd1025 
Metallica,  Master of Puppets (Remastered), metal_39.jpeg,  https://i.scdn.co/image/358a2fb145a535539c39a9f317541248bd173ac4 
Metallica,  Ride The Lightning (Deluxe / Remastered), metal_40.jpeg,  https://i.scdn.co/image/cd09b8b2c80f59a4159c2a34e1ec8ed0b18ee2d6 
Metallica,  Kill 'Em All (Deluxe Remaster), metal_41.jpeg,  https://i.scdn.co/image/f968547e906c0a2b0916b78ac68f42edb3a2d71e 
Metallica,  Kill 'Em All (Deluxe / Remastered), metal_42.jpeg,  https://i.scdn.co/image/3dec3d3474b257d0f07b57e017f72015e719f8b0 
