Bob Marley & The Wailers, Exodus 40, https://i.scdn.co/image/537b687804bc402e696d069481cb05900fe94370 
Bob Marley & The Wailers, Exodus 40, https://i.scdn.co/image/aaf592fb5bf9ddd2f3b8411d03bac1e39c3824ea 
Bob Marley & The Wailers, Easy Skanking In Boston '78, https://i.scdn.co/image/bdb3fa11a419f41b905c6194c52c421ce5fcdf60 
Bob Marley & The Wailers, Easy Skanking In Boston '78, https://i.scdn.co/image/44bb9dd8c40894748307bb55b1e4d871726b4578 
Bob Marley & The Wailers, Live Forever: The Stanley Theatre, Pittsburgh, PA, 9/23/1980, https://i.scdn.co/image/1eb2883ce01f0ff4a47e3549c4858d6bf2572b7c 
Bob Marley & The Wailers, Live Forever: The Stanley Theatre, Pittsburgh, PA, September 23, 1980, https://i.scdn.co/image/1900c35df24dca31f98a73a45ce3f90c91e15a14 
Bob Marley & The Wailers, Majestic Warriors, https://i.scdn.co/image/c51ad315f6a5ba134814398809185fd5d7d2ae1b 
Bob Marley & The Wailers, B Is For Bob, https://i.scdn.co/image/96777b186ac62ee9e5b9d250dbfdbffef3c18a54
Bob Marley & The Wailers, Exodus 30th Anniversary Edition, https://i.scdn.co/image/9606684aaa6a56847245bffefb4b9cca16bc3b1d 
Bob Marley & The Wailers, Exodus 40 (Deluxe Edition), https://i.scdn.co/image/6845e797a75763379542ba038ca6c7756d866be9 
Bob Marley & The Wailers, Exodus 40 (Deluxe Edition), https://i.scdn.co/image/4a90486b6427a7373f06bff57d15a8616bd4a3dd 
Bob Marley & The Wailers, Exodus, https://i.scdn.co/image/4db5fcf2512e5a75b1c10266e1c76235dd8d0441 
Bob Marley & The Wailers, Exodus (Deluxe Edition), https://i.scdn.co/image/3235901d4e72e965a801a1442c16ad4852f430db 
Bob Marley & The Wailers, Exodus (Remastered), https://i.scdn.co/image/3b77ed3d20fb674ade7ef6308fc82a01f8b7ec38 
Bob Marley & The Wailers, Exodus, https://i.scdn.co/image/c1dcb11f741853ef0c9f0a4d72b1d80c912abf68 
Bob Marley & The Wailers, Rastaman Vibration (Deluxe Edition), https://i.scdn.co/image/f705980c315fecf7d4c8377f43882acd16676e78 
Bob Marley & The Wailers, Rastaman Vibration (Deluxe Edition), https://i.scdn.co/image/9949ae8fcb0f12615adcad4c3c5b7876aca8bd73 
